Number of Data Points:,,,10,,,,,
,,,,,,,,
Time Setting:,,,"10 Meas. Pts., Reset Strain",,,,,
,,,Meas. Pt. Duration 1 s,,,,,
Measuring Profile:,,,,,,,,
  Shear Rate,,,"d(gamma)/dt = 1,200 1/s",,,,,
,,,,,,,,
Meas. Pts.,Time,Shear Stress,Shear Rate,Viscosity,Speed,Torque,Status,Temperature
,[s],[Pa],[1/s],[Pa·s],[1/min],[µNm],[],[°C]
1,251,75.6,1200,0.063,938,4010,Dy_accu,20.999
2,252,75.9,1200,0.0632,938,4030,Dy_accu,21
3,253,75.8,1200,0.0632,938,4020,Dy_accu,21.001
4,254,76,1200,0.0633,938,4030,Dy_accu,21.002
5,255,75.7,1200,0.0631,938,4020,Dy_accu,21.004
6,256,75.8,1200,0.0632,938,4020,Dy_accu,21.005
7,257,76.2,1200,0.0635,938,4050,Dy_accu,21.006
8,258,75.7,1200,0.063,938,4020,Dy_accu,21.008
9,259,75.6,1200,0.063,938,4010,Dy_accu,21.008
10,260,75.3,1200,0.0627,938,4000,Dy_accu,21.01
,,,,,,,,
Interval:,,,3,,,,,
Number of Data Points:,,,50,,,,,
,,,,,,,,
Time Setting:,,,50 Meas. Pts.,,,,,
,,,Meas. Pt. Duration 5 s,,,,,
Measuring Profile:,,,,,,,,
  Shear Rate,,,"d(gamma)/dt = 1,200 ... 0.01 1/s log",,,,,
,,,,,,,,
Meas. Pts.,Time,Shear Stress,Shear Rate,Viscosity,Speed,Torque,Status,Temperature
,[s],[Pa],[1/s],[Pa·s],[1/min],[µNm],[],[°C]
1,265,75.8,1200,0.0632,938,4020,Dy_accu,21.013
2,270,67.1,945,0.071,739,3560,Dy_accu,21.015
3,275,59.6,745,0.08,582,3160,Dy_accu,21.015
4,280,53.3,586,0.091,459,2830,Dy_accu,21.014
5,285,47.7,462,0.103,361,2530,Dy_accu,21.011
6,290,42.4,364,0.117,284,2250,Dy_accu,21.008
7,295,37.3,287,0.13,224,1980,Dy_accu,21.004
8,300,32.9,226,0.146,176,1750,Dy_accu,21
9,305,29,178,0.163,139,1540,Dy_accu,20.996
10,310,25.6,140,0.183,109,1360,Dy_accu,20.991
11,315,22.6,110,0.205,86.2,1200,Dy_accu,20.986
12,320,19.9,86.9,0.229,67.9,1060,Dy_accu,20.985
13,325,17.5,68.4,0.255,53.5,927,Dy_accu,20.987
14,330,15.3,53.9,0.283,42.1,810,Dy_accu,20.99
15,335,13.3,42.5,0.312,33.2,704,Dy_accu,20.995
16,340,11.5,33.4,0.343,26.1,609,Dy_accu,20.998
17,345,9.89,26.3,0.376,20.6,525,Dy_accu,21.001
18,350,8.5,20.7,0.41,16.2,451,Dy_accu,21.005
19,355,7.27,16.3,0.445,12.8,386,Dy_accu,21.007
20,360,6.19,12.9,0.481,10.1,329,Dy_accu,21.004
21,365,5.25,10.1,0.518,7.93,279,Dy_accu,21.001
22,370,4.44,7.99,0.556,6.24,236,Dy_accu,20.997
23,375,3.74,6.29,0.594,4.92,198,Dy_accu,20.993
24,380,3.13,4.96,0.632,3.87,166,Dy_accu,20.99
25,385,2.62,3.9,0.67,3.05,139,Dy_accu,20.991
26,390,2.17,3.07,0.707,2.4,115,Dy_accu,20.994
27,395,1.8,2.42,0.743,1.89,95.5,Dy_accu,20.995
28,400,1.48,1.91,0.778,1.49,78.8,Dy_accu,20.999
29,405,1.22,1.5,0.815,1.17,65,Dy_accu,21.003
30,410,1,1.18,0.848,0.925,53.2,Dy_accu,21.007
31,415,0.821,0.932,0.881,0.729,43.6,Dy_accu,21.009
32,420,0.67,0.734,0.913,0.574,35.6,Dy_accu,21.007
33,425,0.545,0.578,0.942,0.452,28.9,Dy_accu,21.003
34,430,0.443,0.456,0.972,0.356,23.5,Dy_accu,21
35,435,0.359,0.359,1,0.281,19.1,Dy_accu,20.994
36,440,0.291,0.283,1.03,0.221,15.4,Dy_accu,20.991
37,445,0.236,0.223,1.06,0.174,12.5,Dy_accu,20.99
38,450,0.19,0.175,1.08,0.137,10.1,Dy_accu,20.991
39,455,0.153,0.138,1.11,0.108,8.14,Dy_accu,20.993
40,460,0.123,0.109,1.13,0.0851,6.55,Dy_accu,20.998
41,465,0.0993,0.0857,1.16,0.067,5.27,Dy_accu,21
42,470,0.0796,0.0675,1.18,0.0528,4.23,Dy_accu,21.003
43,475,0.0639,0.0532,1.2,0.0416,3.39,Dy_accu,21.008
44,480,0.0515,0.0419,1.23,0.0328,2.73,Dy_accu,21.007
45,485,0.0415,0.033,1.26,0.0258,2.2,Dy_accu,21.006
46,490,0.0332,0.026,1.28,0.0203,1.76,Dy_accu,21.002
47,495,0.0269,0.0205,1.31,0.016,1.43,Dy_accu,20.999
48,500,0.0217,0.0161,1.35,0.0126,1.15,Dy_accu,20.994
49,505,0.0175,0.0127,1.38,0.00993,0.929,Dy_accu,20.991
50,510,0.0141,0.01,1.41,0.00782,0.748,Dy_accu,20.992
,,,,,,,,
Data Series Information,,,,,,,,
Name:,,,Rheo. Char. - HFC - PAC8 - w/ pre-shearing 1,,,,,
Sample:,,,PAC8 (dist. H2O + 8g/L PAC),,,,,
Operator:,,,Alex,,,,,
Remarks:,,,"Bergen, change sample for each measurement",,,,,
Number of Intervals:,,,4,,,,,
Application:,,,RHEOPLUS/32 V3.61 21006089-33024,,,,,
Device:,,,"MCR102 SN81115860; FW3.86; Slot(4,-1); Adj(68,0)d",,,,,
Measuring Date/Time:,,,08-Jul-15; 08:39 PM,,,,,
Measuring System:,,,CC27-SN26350; d=0 mm,,,,,
Accessories:,,,TU1=C-PTD200-SN81077144,,,,,
,,,,,,,,
Calculating Constants:,,,,,,,,
- Csr [min/s]:,,,1.2789756,,,,,
- Css [Pa/mNm]:,,,18.841121,,,,,
- Start Delay Time [s]:,,,7.297,,,,,
- Substance Density [rho]:,,,1000,,,,,
- Measurement Type:,,,2,,,,,
- Axial Compliance [m/N]:,,,1.00E-06,,,,,
- Position [m]:,,,1.00E-06,,,,,
,,,,,,,,
Interval:,,,2,,,,,
Number of Data Points:,,,50,,,,,
,,,,,,,,
Time Setting:,,,50 Meas. Pts.,,,,,
,,,Meas. Pt. Duration 5 s,,,,,
Measuring Profile:,,,,,,,,
  Shear Rate,,,"d(gamma)/dt = 0.01 ... 1,200 1/s log",,,,,
,,,,,,,,
Meas. Pts.,Time,Shear Stress,Shear Rate,Viscosity,Speed,Torque,Status,Temperature
,[s],[Pa],[1/s],[Pa·s],[1/min],[µNm],[],[°C]
1,605,0.0146,0.0101,1.45,0.00787,0.776,Dy_accu,20.992
2,610,0.0132,0.0127,1.04,0.00993,0.699,Dy_accu,20.993
3,615,0.0163,0.0161,1.01,0.0126,0.864,Dy_accu,20.994
4,620,0.0208,0.0205,1.02,0.016,1.11,Dy_accu,20.997
5,625,0.0269,0.026,1.04,0.0203,1.43,Dy_accu,20.999
6,630,0.0348,0.033,1.06,0.0258,1.85,Dy_accu,21.001
7,635,0.0448,0.0419,1.07,0.0327,2.38,Dy_accu,21.001
8,640,0.057,0.0531,1.07,0.0416,3.02,Dy_accu,21
9,645,0.0728,0.0675,1.08,0.0528,3.86,Dy_accu,20.995
10,650,0.0927,0.0857,1.08,0.067,4.92,Dy_accu,20.99
11,655,0.118,0.109,1.09,0.085,6.27,Dy_accu,20.987
12,660,0.15,0.138,1.09,0.108,7.97,Dy_accu,20.987
13,665,0.189,0.175,1.08,0.137,10,Dy_accu,20.988
14,670,0.237,0.223,1.06,0.174,12.6,Dy_accu,20.989
15,675,0.295,0.283,1.04,0.221,15.7,Dy_accu,20.99
16,680,0.366,0.359,1.02,0.281,19.4,Dy_accu,20.992
17,685,0.453,0.455,0.995,0.356,24.1,Dy_accu,20.993
18,690,0.559,0.578,0.967,0.452,29.7,Dy_accu,20.995
19,695,0.691,0.734,0.941,0.574,36.7,Dy_accu,20.997
20,700,0.85,0.932,0.912,0.729,45.1,Dy_accu,20.999
21,705,1.04,1.18,0.882,0.925,55.4,Dy_accu,21
22,710,1.27,1.5,0.848,1.17,67.6,Dy_accu,21
23,715,1.56,1.91,0.818,1.49,82.8,Dy_accu,21.003
24,720,1.9,2.42,0.784,1.89,101,Dy_accu,21.003
25,725,2.3,3.07,0.747,2.4,122,Dy_accu,21.005
26,730,2.77,3.9,0.71,3.05,147,Dy_accu,21.007
27,735,3.32,4.96,0.67,3.87,176,Dy_accu,21.006
28,740,3.96,6.29,0.63,4.92,210,Dy_accu,21.002
29,745,4.71,7.99,0.59,6.24,250,Dy_accu,20.999
30,750,5.57,10.1,0.549,7.93,296,Dy_accu,20.994
31,755,6.54,12.9,0.508,10.1,347,Dy_accu,20.991
32,760,7.65,16.3,0.468,12.8,406,Dy_accu,20.992
33,765,8.91,20.7,0.429,16.2,473,Dy_accu,20.991
34,770,10.3,26.3,0.391,20.6,547,Dy_accu,20.993
35,775,11.9,33.4,0.354,26.1,629,Dy_accu,20.993
36,780,13.5,42.5,0.319,33.2,719,Dy_accu,20.995
37,785,15.4,53.9,0.285,42.1,815,Dy_accu,20.996
38,790,17.3,68.4,0.253,53.5,920,Dy_accu,20.997
39,795,19.6,86.9,0.226,67.9,1040,Dy_accu,20.997
40,800,22.2,110,0.201,86.2,1180,Dy_accu,20.998
41,805,25.2,140,0.18,109,1340,Dy_accu,21
42,810,28.4,178,0.16,139,1510,Dy_accu,20.999
43,815,31.9,226,0.141,176,1690,Dy_accu,21
44,820,35.8,287,0.125,224,1900,Dy_accu,21.001
45,825,40.1,364,0.11,284,2130,Dy_accu,21.002
46,830,46.1,462,0.0997,361,2450,Dy_accu,21.004
47,835,52.2,586,0.0891,459,2770,Dy_accu,21.005
48,840,58.2,744,0.0781,582,3090,Dy_accu,21.007
49,845,65.6,945,0.0694,739,3480,Dy_accu,21.011
50,850,72.9,1200,0.0608,938,3870,Dy_accu,21.012
,,,,,,,,
Interval:,,,3,,,,,
Number of Data Points:,,,10,,,,,
,,,,,,,,
Time Setting:,,,"10 Meas. Pts., Reset Strain",,,,,
,,,Meas. Pt. Duration 1 s,,,,,
Measuring Profile:,,,,,,,,
  Shear Rate,,,"d(gamma)/dt = 1,200 1/s",,,,,
,,,,,,,,
Meas. Pts.,Time,Shear Stress,Shear Rate,Viscosity,Speed,Torque,Status,Temperature
,[s],[Pa],[1/s],[Pa·s],[1/min],[µNm],[],[°C]
1,851,74,1200,0.0617,938,3930,Dy_accu,21.012
2,852,74,1200,0.0617,938,3930,Dy_accu,21.011
3,853,73.8,1200,0.0615,938,3920,Dy_accu,21.011
4,854,73.5,1200,0.0612,938,3900,Dy_accu,21.011
5,855,73,1200,0.0608,938,3870,Dy_accu,21.01
6,856,72.9,1200,0.0608,938,3870,Dy_accu,21.012
7,857,73.3,1200,0.0611,938,3890,Dy_accu,21.009
8,858,73.7,1200,0.0615,938,3910,Dy_accu,21.009
9,859,73.8,1200,0.0615,938,3910,Dy_accu,21.009
10,860,73.8,1200,0.0615,938,3910,Dy_accu,21.009
,,,,,,,,
Interval:,,,4,,,,,
Number of Data Points:,,,50,,,,,
,,,,,,,,
Time Setting:,,,50 Meas. Pts.,,,,,
,,,Meas. Pt. Duration 5 s,,,,,
Measuring Profile:,,,,,,,,
  Shear Rate,,,"d(gamma)/dt = 1,200 ... 0.01 1/s log",,,,,
,,,,,,,,
Meas. Pts.,Time,Shear Stress,Shear Rate,Viscosity,Speed,Torque,Status,Temperature
,[s],[Pa],[1/s],[Pa·s],[1/min],[µNm],[],[°C]
1,865,73.4,1200,0.0611,938,3890,Dy_accu,21.006
2,870,65.2,945,0.069,739,3460,Dy_accu,21.001
3,875,58.2,745,0.0781,582,3090,Dy_accu,20.998
4,880,52.5,586,0.0896,459,2790,Dy_accu,20.995
5,885,47,462,0.102,361,2490,Dy_accu,20.995
6,890,41.5,364,0.114,284,2200,Dy_accu,20.996
7,895,36.7,287,0.128,224,1950,Dy_accu,20.996
8,900,32.2,226,0.143,176,1710,Dy_accu,20.999
9,905,28.4,178,0.16,139,1510,Dy_accu,21.001
10,910,25,140,0.178,110,1330,Dy_accu,21.003
11,915,22,110,0.199,86.2,1170,Dy_accu,21.004
12,920,19.3,86.9,0.222,67.9,1020,Dy_accu,21.006
13,925,16.8,68.4,0.246,53.5,894,Dy_accu,21.006
14,930,14.7,53.9,0.272,42.1,779,Dy_accu,21.004
15,935,12.7,42.5,0.3,33.2,676,Dy_accu,21
16,940,11,33.4,0.329,26.1,584,Dy_accu,20.995
17,945,9.47,26.3,0.36,20.6,503,Dy_accu,20.994
18,950,8.12,20.7,0.391,16.2,431,Dy_accu,20.993
19,955,6.92,16.3,0.423,12.8,367,Dy_accu,20.993
20,960,5.88,12.9,0.457,10.1,312,Dy_accu,20.994
21,965,4.98,10.1,0.491,7.93,264,Dy_accu,20.996
22,970,4.19,7.99,0.525,6.24,223,Dy_accu,20.998
23,975,3.52,6.29,0.559,4.92,187,Dy_accu,20.999
24,980,2.94,4.96,0.594,3.87,156,Dy_accu,21
25,985,2.45,3.9,0.627,3.05,130,Dy_accu,21.003
26,990,2.03,3.07,0.661,2.4,108,Dy_accu,21.004
27,995,1.68,2.42,0.694,1.89,89.2,Dy_accu,21.006
28,1000,1.38,1.91,0.725,1.49,73.4,Dy_accu,21.008
29,1010,1.13,1.5,0.754,1.17,60.1,Dy_accu,21.007
30,1010,0.927,1.18,0.783,0.925,49.2,Dy_accu,21.002
31,1020,0.756,0.932,0.811,0.729,40.1,Dy_accu,20.999
32,1020,0.615,0.734,0.838,0.574,32.7,Dy_accu,20.994
33,1030,0.499,0.578,0.862,0.452,26.5,Dy_accu,20.992
34,1030,0.404,0.456,0.888,0.356,21.5,Dy_accu,20.991
35,1040,0.327,0.359,0.911,0.281,17.4,Dy_accu,20.992
36,1040,0.264,0.283,0.934,0.221,14,Dy_accu,20.994
37,1050,0.213,0.223,0.956,0.174,11.3,Dy_accu,20.994
38,1050,0.171,0.175,0.977,0.137,9.09,Dy_accu,20.997
39,1060,0.138,0.138,1,0.108,7.33,Dy_accu,20.998
40,1060,0.111,0.109,1.02,0.0851,5.89,Dy_accu,21
41,1070,0.0889,0.0857,1.04,0.067,4.72,Dy_accu,21.003
42,1070,0.0712,0.0675,1.06,0.0528,3.78,Dy_accu,21.004
43,1080,0.0569,0.0532,1.07,0.0416,3.02,Dy_accu,21.006
44,1080,0.0454,0.0419,1.08,0.0328,2.41,Dy_accu,21.008
45,1090,0.0362,0.033,1.1,0.0258,1.92,Dy_accu,21.009
46,1090,0.0287,0.026,1.1,0.0203,1.52,Dy_accu,21.008
47,1100,0.0228,0.0205,1.11,0.016,1.21,Dy_accu,21.005
48,1100,0.0181,0.0161,1.12,0.0126,0.96,Dy_accu,20.999
49,1110,0.0143,0.0127,1.13,0.00993,0.759,Dy_accu,20.995
50,1110,0.0112,0.01,1.12,0.00782,0.596,Dy_accu,20.993
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
