14,330,4.15,53.9,0.0771,42.1,220,Dy_accu,20.996
15,335,3.48,42.5,0.0819,33.2,185,Dy_accu,20.998
16,340,2.91,33.4,0.0869,26.2,154,Dy_accu,20.999
17,345,2.42,26.3,0.092,20.6,129,Dy_accu,21.002
18,350,2.01,20.8,0.0971,16.2,107,Dy_accu,21.005
19,355,1.67,16.3,0.102,12.8,88.5,Dy_accu,21.006
20,360,1.38,12.9,0.107,10.1,73,Dy_accu,21.008
21,365,1.13,10.1,0.111,7.93,60,Dy_accu,21.009
22,370,0.924,7.99,0.116,6.25,49.1,Dy_accu,21.005
23,375,0.754,6.29,0.12,4.92,40,Dy_accu,21.002
24,380,0.615,4.96,0.124,3.87,32.6,Dy_accu,20.995
25,385,0.496,3.9,0.127,3.05,26.3,Dy_accu,20.993
26,390,0.4,3.07,0.13,2.4,21.3,Dy_accu,20.991
27,395,0.323,2.42,0.134,1.89,17.2,Dy_accu,20.992
28,400,0.261,1.91,0.137,1.49,13.8,Dy_accu,20.994
29,405,0.21,1.5,0.14,1.17,11.2,Dy_accu,20.995
30,410,0.169,1.18,0.143,0.925,8.98,Dy_accu,20.997
31,415,0.136,0.932,0.146,0.729,7.22,Dy_accu,20.999
32,420,0.108,0.734,0.147,0.574,5.74,Dy_accu,21.001
33,425,0.0869,0.578,0.15,0.452,4.61,Dy_accu,21.003
34,430,0.0698,0.456,0.153,0.356,3.7,Dy_accu,21.006
35,435,0.0558,0.359,0.156,0.281,2.96,Dy_accu,21.008
36,440,0.0448,0.283,0.159,0.221,2.38,Dy_accu,21.009
37,445,0.0357,0.223,0.16,0.174,1.89,Dy_accu,21.007
38,450,0.028,0.175,0.159,0.137,1.48,Dy_accu,21.003
39,455,0.0222,0.138,0.161,0.108,1.18,Dy_accu,20.998
40,460,0.0173,0.109,0.159,0.0851,0.918,Dy_accu,20.994
41,465,0.0138,0.0857,0.161,0.067,0.734,Dy_accu,20.994
42,470,0.0106,0.0675,0.158,0.0528,0.565,Dy_accu,20.993
43,475,0.00826,0.0532,0.155,0.0416,0.439,Dy_accu,20.995
44,480,0.00631,0.0419,0.151,0.0327,0.335,Dy_accu,20.997
45,485,0.00479,0.033,0.145,0.0258,0.254,Dy_accu,21
46,490,0.00366,0.026,0.141,0.0203,0.194,Dy_accu,21.001
47,495,0.00276,0.0205,0.135,0.016,0.146,Dy_accu,21.003
48,500,0.00204,0.0161,0.126,0.0126,0.108,Dy_accu,21.006
49,505,0.00146,0.0127,0.115,0.00993,0.0774,Dy_accu,21.008
50,510,0.00103,0.01,0.103,0.00782,0.0546,Dy_accu,21.008
,,,,,,,,
Data Series Information,,,,,,,,
Name:,,,Scatter study - HFC - PAC4 2nd batch - 2,,,,,
Sample:,,,"Dist. H2O + 4 g/L PAC, 2nd batch",,,,,
Operator:,,,Alex,,,,,
Remarks:,,,Bergen,,,,,
Number of Intervals:,,,3,,,,,
Application:,,,RHEOPLUS/32 V3.61 21006089-33024,,,,,
Device:,,,"MCR102 SN81115860; FW3.86; Slot(4,-1); Adj(69,0)d",,,,,
Measuring Date/Time:,,,08/07/2015; 19:11 PM,,,,,
Measuring System:,,,CC27-SN26350; d=0 mm,,,,,
Accessories:,,,TU1=C-PTD200-SN81077144,,,,,
,,,,,,,,
Calculating Constants:,,,,,,,,
- Csr [min/s]:,,,12.789.756,,,,,
- Css [Pa/mNm]:,,,18.841.121,,,,,
- Start Delay Time [s]:,,,7.358,,,,,
- Substance Density [rho]:,,,1,,,,,
- Measurement Type:,,,2,,,,,
- Axial Compliance [m/N]:,,,1.00E-06,,,,,
- Position [m]:,,,1.00E-06,,,,,
,,,,,,,,
Interval:,,,1,,,,,
Number of Data Points:,,,50,,,,,
,,,,,,,,
Time Setting:,,,50 Meas. Pts.,,,,,
,,,Meas. Pt. Duration 5 s,,,,,
Measuring Profile:,,,,,,,,
  Shear Rate,,,"d(gamma)/dt = 0.01 ... 1,200 1/s log",,,,,
,,,,,,,,
Meas. Pts.,Time,Shear Stress,Shear Rate,Viscosity,Speed,Torque,Status,Temperature
,[s],[Pa],[1/s],[Pa·s],[1/min],[µNm],[],[°C]
1,5,0.00285,0.01,0.285,0.00782,0.151,Dy_accu,20.978
2,10,0.00336,0.0127,0.264,0.00993,0.178,Dy_accu,20.977
3,15,0.00397,0.0161,0.246,0.0126,0.211,Dy_accu,20.975
4,20,0.00483,0.0205,0.236,0.016,0.256,Dy_accu,20.972
5,25,0.00588,0.026,0.226,0.0203,0.312,Dy_accu,20.97
6,30,0.00716,0.033,0.217,0.0258,0.38,Dy_accu,20.97
7,35,0.0088,0.0419,0.21,0.0327,0.467,Dy_accu,20.973
8,40,0.0109,0.0532,0.205,0.0416,0.577,Dy_accu,20.976
9,45,0.0135,0.0675,0.2,0.0528,0.716,Dy_accu,20.98
10,50,0.0167,0.0857,0.195,0.067,0.888,Dy_accu,20.986
11,55,0.0211,0.109,0.194,0.085,1.12,Dy_accu,20.991
12,60,0.0266,0.138,0.192,0.108,1.41,Dy_accu,20.994
13,65,0.0331,0.175,0.189,0.137,1.76,Dy_accu,20.996
14,70,0.0413,0.223,0.185,0.174,2.19,Dy_accu,20.995
15,75,0.0513,0.283,0.182,0.221,2.72,Dy_accu,20.992
16,80,0.0634,0.359,0.177,0.281,3.37,Dy_accu,20.988
17,85,0.0793,0.456,0.174,0.356,4.21,Dy_accu,20.984
18,90,0.1,0.578,0.173,0.452,5.32,Dy_accu,20.983
19,95,0.126,0.734,0.171,0.574,6.68,Dy_accu,20.984
20,100,0.158,0.932,0.169,0.729,8.38,Dy_accu,20.986
21,105,0.199,1.18,0.169,0.925,10.6,Dy_accu,20.989
22,110,0.251,1.5,0.167,1.17,13.3,Dy_accu,20.994
23,115,0.317,1.91,0.166,1.49,16.8,Dy_accu,20.997
24,120,0.398,2.42,0.164,1.89,21.1,Dy_accu,21.001
25,125,0.498,3.07,0.162,2.4,26.4,Dy_accu,21.003
26,130,0.617,3.9,0.158,3.05,32.7,Dy_accu,21.004
27,135,0.763,4.96,0.154,3.87,40.5,Dy_accu,21
28,140,0.941,6.29,0.15,4.92,50,Dy_accu,20.997
29,145,1.15,7.99,0.144,6.24,61,Dy_accu,20.992
30,150,1.4,10.1,0.138,7.93,74.2,Dy_accu,20.988
31,155,1.69,12.9,0.131,10.1,89.8,Dy_accu,20.988
32,160,2.03,16.3,0.124,12.8,108,Dy_accu,20.989
33,165,2.43,20.7,0.117,16.2,129,Dy_accu,20.991
34,170,2.89,26.3,0.11,20.6,153,Dy_accu,20.994
35,175,3.41,33.4,0.102,26.1,181,Dy_accu,20.998
36,180,4.01,42.5,0.0944,33.2,213,Dy_accu,21.001
37,185,4.69,53.9,0.087,42.1,249,Dy_accu,21.005
38,190,5.46,68.4,0.0798,53.5,290,Dy_accu,21.005
39,195,6.34,86.9,0.0729,67.9,336,Dy_accu,21.003
40,200,7.33,110,0.0665,86.2,389,Dy_accu,21
41,205,8.47,140,0.0605,109,449,Dy_accu,20.995
42,210,9.83,178,0.0553,139,522,Dy_accu,20.992
43,215,11.5,226,0.0509,176,610,Dy_accu,20.991
44,220,13.4,287,0.0467,224,711,Dy_accu,20.992
45,225,15.4,364,0.0423,284,816,Dy_accu,20.995
46,230,18.1,462,0.0391,361,959,Dy_accu,20.999
47,235,21.2,586,0.0362,459,1.13,Dy_accu,21.003
48,240,24.7,744,0.0332,582,1.31,Dy_accu,21.007
49,245,28.6,945,0.0303,739,1.52,Dy_accu,21.01
50,250,33.2,1200,0.0276,938,1.76,Dy_accu,21.01
,,,,,,,,
Interval:,,,2,,,,,
Number of Data Points:,,,10,,,,,
,,,,,,,,
Time Setting:,,,"10 Meas. Pts., Reset Strain",,,,,
,,,Meas. Pt. Duration 1 s,,,,,
Measuring Profile:,,,,,,,,
  Shear Rate,,,"d(gamma)/dt = 1,200 1/s",,,,,
,,,,,,,,
Meas. Pts.,Time,Shear Stress,Shear Rate,Viscosity,Speed,Torque,Status,Temperature
,[s],[Pa],[1/s],[Pa·s],[1/min],[µNm],[],[°C]
1,251,33.2,1200,0.0277,938,1.76,Dy_accu,21.01
2,252,33.2,1200,0.0277,938,1.76,Dy_accu,21.009
3,253,33.2,1200,0.0277,938,1.76,Dy_accu,21.008
4,254,33.2,1200,0.0277,938,1.76,Dy_accu,21.008
5,255,33,1200,0.0275,938,1.75,Dy_accu,21.008
6,256,33.1,1200,0.0276,938,1.76,Dy_accu,21.007
7,257,33.1,1200,0.0275,938,1.75,Dy_accu,21.008
8,258,33.1,1200,0.0276,938,1.76,Dy_accu,21.007
9,259,33.1,1200,0.0276,938,1.76,Dy_accu,21.006
10,260,33,1200,0.0275,938,1.75,Dy_accu,21.005
,,,,,,,,
Interval:,,,3,,,,,
Number of Data Points:,,,50,,,,,
,,,,,,,,
Time Setting:,,,50 Meas. Pts.,,,,,
,,,Meas. Pt. Duration 5 s,,,,,
Measuring Profile:,,,,,,,,
  Shear Rate,,,"d(gamma)/dt = 1,200 ... 0.01 1/s log",,,,,
,,,,,,,,
Meas. Pts.,Time,Shear Stress,Shear Rate,Viscosity,Speed,Torque,Status,Temperature
,[s],[Pa],[1/s],[Pa·s],[1/min],[µNm],[],[°C]
1,265,33,1200,0.0275,938,1.75,Dy_accu,21.002
2,270,28.3,945,0.0299,739,1.5,Dy_accu,20.999
3,275,24.3,745,0.0327,582,1.29,Dy_accu,20.995
4,280,21,586,0.0357,459,1.11,Dy_accu,20.991
5,285,18.1,462,0.0391,361,958,Dy_accu,20.99
6,290,15.6,364,0.0428,284,827,Dy_accu,20.992
7,295,13.5,287,0.0469,224,714,Dy_accu,20.994
8,300,11.6,226,0.0513,176,615,Dy_accu,20.997
9,305,9.94,178,0.0559,139,528,Dy_accu,20.999
10,310,8.47,140,0.0604,110,449,Dy_accu,21.003
11,315,7.17,110,0.065,86.2,381,Dy_accu,21.006
12,320,6.06,86.9,0.0698,67.9,322,Dy_accu,21.007
13,325,5.11,68.4,0.0747,53.5,271,Dy_accu,21.005
14,330,4.3,53.9,0.0798,42.1,228,Dy_accu,21.001
15,335,3.61,42.5,0.0851,33.2,192,Dy_accu,20.995
16,340,3.02,33.4,0.0904,26.2,161,Dy_accu,20.991
17,345,2.52,26.3,0.0958,20.6,134,Dy_accu,20.99
18,350,2.1,20.8,0.101,16.2,111,Dy_accu,20.99
19,355,1.74,16.3,0.107,12.8,92.5,Dy_accu,20.993
20,360,1.44,12.9,0.112,10.1,76.3,Dy_accu,20.994
21,365,1.18,10.1,0.117,7.93,62.7,Dy_accu,20.997
22,370,0.97,7.99,0.121,6.24,51.5,Dy_accu,21
23,375,0.79,6.29,0.126,4.92,41.9,Dy_accu,21.003
24,380,0.643,4.96,0.13,3.87,34.1,Dy_accu,21.007
25,385,0.523,3.9,0.134,3.05,27.8,Dy_accu,21.008
26,390,0.422,3.07,0.137,2.4,22.4,Dy_accu,21.009
27,395,0.34,2.42,0.14,1.89,18,Dy_accu,21.006
28,400,0.273,1.91,0.143,1.49,14.5,Dy_accu,21
29,405,0.219,1.5,0.146,1.17,11.6,Dy_accu,20.996
30,410,0.176,1.18,0.149,0.925,9.35,Dy_accu,20.993
31,415,0.142,0.932,0.152,0.729,7.53,Dy_accu,20.993
32,420,0.113,0.734,0.155,0.574,6.02,Dy_accu,20.995
33,425,0.0918,0.578,0.159,0.452,4.87,Dy_accu,20.997
34,430,0.0738,0.456,0.162,0.356,3.92,Dy_accu,21
35,435,0.0597,0.359,0.166,0.281,3.17,Dy_accu,21.002
36,440,0.0479,0.283,0.169,0.221,2.54,Dy_accu,21.006
37,445,0.0382,0.223,0.172,0.174,2.03,Dy_accu,21.009
38,450,0.0308,0.175,0.176,0.137,1.63,Dy_accu,21.01
39,455,0.0245,0.138,0.177,0.108,1.3,Dy_accu,21.006
40,460,0.0198,0.109,0.182,0.0851,1.05,Dy_accu,21.002
41,465,0.0163,0.0857,0.19,0.067,0.864,Dy_accu,20.998
42,470,0.0131,0.0675,0.195,0.0528,0.697,Dy_accu,20.994
43,475,0.0108,0.0532,0.204,0.0416,0.575,Dy_accu,20.993
44,480,0.00871,0.0419,0.208,0.0327,0.463,Dy_accu,20.993
45,485,0.00723,0.033,0.219,0.0258,0.384,Dy_accu,20.995
46,490,0.00594,0.026,0.229,0.0203,0.315,Dy_accu,20.998
47,495,0.00496,0.0205,0.243,0.016,0.263,Dy_accu,21
48,500,0.0042,0.0161,0.261,0.0126,0.223,Dy_accu,21.002
49,505,0.00364,0.0127,0.287,0.00993,0.193,Dy_accu,21.007
50,510,0.00319,0.01,0.319,0.00782,0.169,Dy_accu,21.01
,,,,,,,,
Data Series Information,,,,,,,,
Name:,,,Scatter study - HFC - PAC4 2nd batch - 3,,,,,
Sample:,,,"Dist. H2O + 4 g/L PAC, 2nd batch",,,,,
Operator:,,,Alex,,,,,
Remarks:,,,Bergen,,,,,
Number of Intervals:,,,3,,,,,
Application:,,,RHEOPLUS/32 V3.61 21006089-33024,,,,,
Device:,,,"MCR102 SN81115860; FW3.86; Slot(4,-1); Adj(69,0)d",,,,,
Measuring Date/Time:,,,08/07/2015; 19:35 PM,,,,,
Measuring System:,,,CC27-SN26350; d=0 mm,,,,,
Accessories:,,,TU1=C-PTD200-SN81077144,,,,,
,,,,,,,,
Calculating Constants:,,,,,,,,
- Csr [min/s]:,,,12.789.756,,,,,
- Css [Pa/mNm]:,,,18.841.121,,,,,
- Start Delay Time [s]:,,,7.366,,,,,
- Substance Density [rho]:,,,1,,,,,
- Measurement Type:,,,2,,,,,
- Axial Compliance [m/N]:,,,1.00E-06,,,,,
- Position [m]:,,,1.00E-06,,,,,
,,,,,,,,
Interval:,,,1,,,,,
Number of Data Points:,,,50,,,,,
,,,,,,,,
Time Setting:,,,50 Meas. Pts.,,,,,
,,,Meas. Pt. Duration 5 s,,,,,
Measuring Profile:,,,,,,,,
  Shear Rate,,,"d(gamma)/dt = 0.01 ... 1,200 1/s log",,,,,
,,,,,,,,
Meas. Pts.,Time,Shear Stress,Shear Rate,Viscosity,Speed,Torque,Status,Temperature
,[s],[Pa],[1/s],[Pa·s],[1/min],[µNm],[],[°C]
1,5,0.00215,0.01,0.215,0.00782,0.114,Dy_accu,20.991
2,10,0.00277,0.0127,0.218,0.00993,0.147,Dy_accu,20.995
3,15,0.00349,0.0161,0.217,0.0126,0.185,Dy_accu,20.996
4,20,0.00419,0.0205,0.205,0.016,0.222,Dy_accu,21
5,25,0.00526,0.026,0.203,0.0203,0.279,Dy_accu,21.003
6,30,0.00656,0.033,0.199,0.0258,0.348,Dy_accu,21.007
7,35,0.00837,0.0419,0.2,0.0327,0.444,Dy_accu,21.008
8,40,0.0103,0.0532,0.193,0.0416,0.546,Dy_accu,21.006
9,45,0.0131,0.0675,0.194,0.0528,0.696,Dy_accu,21.002
10,50,0.0167,0.0857,0.195,0.067,0.888,Dy_accu,20.998
11,55,0.0213,0.109,0.196,0.0851,1.13,Dy_accu,20.994
12,60,0.0267,0.138,0.193,0.108,1.42,Dy_accu,20.992
13,65,0.0337,0.175,0.192,0.137,1.79,Dy_accu,20.991
14,70,0.0421,0.223,0.189,0.174,2.23,Dy_accu,20.992
15,75,0.0527,0.283,0.186,0.221,2.8,Dy_accu,20.997
16,80,0.0662,0.359,0.185,0.281,3.52,Dy_accu,20.998
17,85,0.0832,0.456,0.183,0.356,4.41,Dy_accu,21.003
18,90,0.104,0.578,0.181,0.452,5.55,Dy_accu,21.006
19,95,0.131,0.734,0.179,0.574,6.96,Dy_accu,21.008
20,100,0.165,0.932,0.177,0.729,8.77,Dy_accu,21.007
21,105,0.207,1.18,0.175,0.925,11,Dy_accu,21.004
22,110,0.26,1.5,0.173,1.17,13.8,Dy_accu,21.001
23,115,0.326,1.91,0.171,1.49,17.3,Dy_accu,20.996
24,120,0.408,2.42,0.168,1.89,21.6,Dy_accu,20.992
25,125,0.51,3.07,0.166,2.4,27.1,Dy_accu,20.99
26,130,0.635,3.9,0.163,3.05,33.7,Dy_accu,20.99
27,135,0.785,4.96,0.158,3.87,41.7,Dy_accu,20.994
28,140,0.964,6.29,0.153,4.92,51.2,Dy_accu,20.997
29,145,1.18,7.99,0.148,6.24,62.6,Dy_accu,21.001
30,150,1.43,10.1,0.141,7.93,76.1,Dy_accu,21.004
31,155,1.73,12.9,0.134,10.1,91.8,Dy_accu,21.007
32,160,2.08,16.3,0.127,12.8,110,Dy_accu,21.009
33,165,2.49,20.7,0.12,16.2,132,Dy_accu,21.008
34,170,2.95,26.3,0.112,20.6,157,Dy_accu,21.005
35,175,3.49,33.4,0.104,26.1,185,Dy_accu,21.001
36,180,4.09,42.5,0.0964,33.2,217,Dy_accu,20.996
37,185,4.78,53.9,0.0887,42.1,254,Dy_accu,20.992
38,190,5.56,68.4,0.0812,53.5,295,Dy_accu,20.993
39,195,6.44,86.9,0.0741,67.9,342,Dy_accu,20.993
40,200,7.42,110,0.0673,86.2,394,Dy_accu,20.997
41,205,8.56,140,0.0611,109,454,Dy_accu,21
42,210,9.94,178,0.0559,139,528,Dy_accu,21.003
43,215,11.6,226,0.0514,176,616,Dy_accu,21.007
44,220,13.5,287,0.0472,224,718,Dy_accu,21.01
45,225,15.5,364,0.0426,284,823,Dy_accu,21.009
46,230,18,462,0.039,361,955,Dy_accu,21.007
47,235,21.2,586,0.0362,459,1.13,Dy_accu,21.003
48,240,25,744,0.0336,582,1.33,Dy_accu,20.999
49,245,28.9,945,0.0306,739,1.53,Dy_accu,20.996
50,250,33.6,1200,0.028,938,1.78,Dy_accu,20.993
,,,,,,,,
Interval:,,,2,,,,,
Number of Data Points:,,,10,,,,,
,,,,,,,,
Time Setting:,,,"10 Meas. Pts., Reset Strain",,,,,
,,,Meas. Pt. Duration 1 s,,,,,
Measuring Profile:,,,,,,,,
  Shear Rate,,,"d(gamma)/dt = 1,200 1/s",,,,,
,,,,,,,,
Meas. Pts.,Time,Shear Stress,Shear Rate,Viscosity,Speed,Torque,Status,Temperature
,[s],[Pa],[1/s],[Pa·s],[1/min],[µNm],[],[°C]
1,251,33.5,1200,0.0279,938,1.78,Dy_accu,20.991
2,252,33.5,1200,0.0279,938,1.78,Dy_accu,20.993
3,253,33.5,1200,0.0279,938,1.78,Dy_accu,20.993
4,254,33.3,1200,0.0277,938,1.77,Dy_accu,20.993
5,255,33.4,1200,0.0278,938,1.77,Dy_accu,20.995
6,256,33.5,1200,0.0279,938,1.78,Dy_accu,20.995
7,257,33.5,1200,0.0279,938,1.78,Dy_accu,20.994
8,258,33.6,1200,0.028,938,1.78,Dy_accu,20.995
9,259,33.5,1200,0.0279,938,1.78,Dy_accu,20.997
10,260,33.4,1200,0.0278,938,1.77,Dy_accu,20.998
,,,,,,,,
Interval:,,,3,,,,,
Number of Data Points:,,,50,,,,,
,,,,,,,,
Time Setting:,,,50 Meas. Pts.,,,,,
,,,Meas. Pt. Duration 5 s,,,,,
Measuring Profile:,,,,,,,,
  Shear Rate,,,"d(gamma)/dt = 1,200 ... 0.01 1/s log",,,,,
,,,,,,,,
Meas. Pts.,Time,Shear Stress,Shear Rate,Viscosity,Speed,Torque,Status,Temperature
,[s],[Pa],[1/s],[Pa·s],[1/min],[µNm],[],[°C]
1,265,33.4,1200,0.0278,938,1.77,Dy_accu,21.001
2,270,28.6,945,0.0303,739,1.52,Dy_accu,21.005
3,275,24.7,745,0.0332,582,1.31,Dy_accu,21.01
4,280,21.3,586,0.0363,459,1.13,Dy_accu,21.011
5,285,18.4,462,0.0398,361,976,Dy_accu,21.01
6,290,15.9,364,0.0437,284,844,Dy_accu,21.007
7,295,13.8,287,0.048,224,730,Dy_accu,21.003
8,300,11.8,226,0.0524,176,628,Dy_accu,21
9,305,10.1,178,0.057,139,538,Dy_accu,20.996
10,310,8.62,140,0.0616,110,458,Dy_accu,20.992
11,315,7.3,110,0.0662,86.2,387,Dy_accu,20.99
12,320,6.16,86.9,0.0709,67.9,327,Dy_accu,20.992
13,325,5.19,68.4,0.0758,53.5,275,Dy_accu,20.994
14,330,4.36,53.9,0.0809,42.1,231,Dy_accu,20.998
15,335,3.66,42.5,0.0861,33.2,194,Dy_accu,21.003
16,340,3.06,33.4,0.0915,26.2,162,Dy_accu,21.006
17,345,2.55,26.3,0.0969,20.6,135,Dy_accu,21.009
18,350,2.12,20.8,0.102,16.2,113,Dy_accu,21.008
19,355,1.76,16.3,0.108,12.8,93.4,Dy_accu,21.006
